n,a,theta_deg,x0,y0,grid,N_sites,E0,E1,E2,E3,Ekin0,lamA_sites,lamA_an,S_lat
1.2,34.66908837111368,45.0,0.75,0.25,4x4,2829,-3.993506392767856,-3.9836837149958746,-3.9836525041148803,-3.9730763521194095,0.006493607232143983,5.847484663151369,5.844246508929586,0.0048064011078218435
1.2,34.66908837111368,45.0,0.75,0.5,4x4,2820,-3.9934684502944644,-3.983648286829863,-3.9835203181184777,-3.9730360877220834,0.0065315497055356,5.862940298311319,5.878394734982041,0.01959239646861482
1.2,34.66908837111368,45.0,0.75,0.75,4x4,2829,-3.993506392767855,-3.9836837149958746,-3.98365250411488,-3.973076352119409,0.006493607232144871,5.847484663152169,5.844246508930385,0.004806401107889575
4.0,27.613253635067725,0.0,0.0,0.0,4x4+8x8,2817,-3.993552080154781,-3.9837695204629897,-3.9837695204629897,-3.9731412558932537,0.006447919845219197,5.781713992495914,5.803127860697277,0.0
4.0,27.613253635067725,0.0,0.0,0.125,8x8,2827,-3.9935657628069743,-3.983812039480226,-3.9838095268381615,-3.9732676725058957,0.006434237193025716,5.7899258593882506,5.790813473723144,0.00039051125863953054
4.0,27.613253635067725,0.0,0.0,0.25,4x4+8x8,2829,-3.993567330048399,-3.983818880360977,-3.9838144962549875,-3.9732924318928013,0.006432669951601078,5.792610723190091,5.789402956440969,0.0006815375298807543
4.0,27.613253635067725,0.0,0.0,0.375,8x8,2819,-3.9935506633359,-3.9837869786652544,-3.9837518046742413,-3.9731639527451756,0.0064493366641000804,5.787090199400508,5.8044029976900715,0.005453892833499326
4.0,27.613253635067725,0.0,0.0,0.5,4x4+8x8,2832,-3.993599283972542,-3.9839592076022554,-3.9837877347278985,-3.973173809627105,0.006400716027457953,5.769948490631974,5.760644424712158,0.0267896394124247
4.0,27.613253635067725,0.0,0.0,0.625,8x8,2819,-3.9935506633358995,-3.983786978665254,-3.9837518046742417,-3.973163952745176,0.0064493366641005245,5.7870901994009065,5.804402997690472,0.005453892833361234
4.0,27.613253635067725,0.0,0.0,0.75,4x4+8x8,2829,-3.9935673300483985,-3.9838188803609764,-3.983814496254986,-3.9732924318928,0.006432669951601522,5.792610723190491,5.78940295644137,0.0006815375300187802
4.0,27.613253635067725,0.0,0.0,0.875,8x8,2827,-3.9935657628069743,-3.983812039480226,-3.983809526838162,-3.973267672505896,0.006434237193025716,5.7899258593882506,5.790813473723144,0.00039051125857051083
4.0,27.613253635067725,0.0,0.125,0.0,8x8,2827,-3.9935657628069734,-3.9838120394802257,-3.9838095268381615,-3.9732676725058953,0.006434237193026604,5.78992585938905,5.790813473723944,0.0003905112585704569
4.0,27.613253635067725,0.0,0.125,0.125,8x8,2825,-3.9935638265506093,-3.9838185247858324,-3.9837906495646678,-3.9732468476594316,0.006436173449390736,5.78757082773053,5.792556104451662,0.004331023920322008
4.0,27.613253635067725,0.0,0.125,0.25,8x8,2823,-3.9935595159109454,-3.9838014215107087,-3.9837844672442655,-3.9732177310479107,0.006440484089054621,5.7873469250145515,5.796435680149158,0.0026324521897395075
4.0,27.613253635067725,0.0,0.125,0.375,8x8,2818,-3.9935490792519084,-3.9837809563620157,-3.9837488090828845,-3.973152153300648,0.006450920748091615,5.786458230779852,5.805828673282454,0.004983362900661148
4.0,27.613253635067725,0.0,0.125,0.5,8x8,2836,-3.9936016231188853,-3.983970641386497,-3.9837925768119935,-3.97320707896871,0.006398376881114665,5.775986525212488,5.758539193003197,0.02782964770785945
4.0,27.613253635067725,0.0,0.125,0.625,8x8,2818,-3.993549079251909,-3.9837809563620157,-3.9837488090828836,-3.9731521533006484,0.006450920748091171,5.786458230779452,5.805828673282054,0.004983362900799173
4.0,27.613253635067725,0.0,0.125,0.75,8x8,2823,-3.9935595159109454,-3.983801421510708,-3.9837844672442646,-3.97321773104791,0.006440484089054621,5.7873469250145515,5.796435680149158,0.0026324521897395075
4.0,27.613253635067725,0.0,0.125,0.875,8x8,2825,-3.993563826550609,-3.983818524785833,-3.9837906495646678,-3.9732468476594307,0.00643617344939118,5.787570827730929,5.792556104452062,0.004331023920390708
4.0,27.613253635067725,0.0,0.25,0.0,4x4+8x8,2829,-3.9935673300483994,-3.983818880360976,-3.9838144962549866,-3.9732924318928005,0.006432669951600634,5.792610723189692,5.78940295644057,0.0006815375298808013
4.0,27.613253635067725,0.0,0.25,0.125,8x8,2823,-3.993559515910946,-3.983801421510708,-3.9837844672442655,-3.9732177310479107,0.006440484089054177,5.787346925014153,5.796435680148759,0.0026324521896017835
4.0,27.613253635067725,0.0,0.25,0.25,4x4+8x8,2820,-3.993552890645603,-3.9837928053770266,-3.983757547003869,-3.973175981882631,0.006447109354397185,5.787143778371589,5.802398418957466,0.005468865381272813
4.0,27.613253635067725,0.0,0.25,0.375,8x8,2819,-3.9935488831164743,-3.983775250909889,-3.9837549160230856,-3.9731553162931847,0.0064511168835257315,5.788687618007652,5.806005195173158,0.003152149801414629
4.0,27.613253635067725,0.0,0.25,0.5,4x4+8x8,2832,-3.9935983030331745,-3.9839728385963302,-3.983766736399858,-3.973152435320445,0.006401696966825465,5.770832761953916,5.761527270142918,0.03219493167829624
4.0,27.613253635067725,0.0,0.25,0.625,8x8,2819,-3.9935488831164743,-3.98377525090989,-3.983754916023086,-3.973155316293185,0.0064511168835257315,5.788687618007652,5.806005195173158,0.003152149801483468
4.0,27.613253635067725,0.0,0.25,0.75,4x4+8x8,2820,-3.993552890645603,-3.983792805377027,-3.98375754700387,-3.973175981882631,0.006447109354397185,5.787143778371589,5.802398418957466,0.005468865381203931
4.0,27.613253635067725,0.0,0.25,0.875,8x8,2823,-3.993559515910945,-3.983801421510708,-3.9837844672442646,-3.9732177310479107,0.006440484089055065,5.787346925014951,5.796435680149559,0.0026324521897393258
4.0,27.613253635067725,0.0,0.375,0.0,8x8,2819,-3.9935506633358995,-3.983786978665254,-3.9837518046742413,-3.973163952745175,0.0064493366641005245,5.7870901994009065,5.804402997690472,0.005453892833430092
4.0,27.613253635067725,0.0,0.375,0.125,8x8,2818,-3.9935490792519075,-3.9837809563620143,-3.983748809082883,-3.973152153300649,0.0064509207480925035,5.786458230780648,5.805828673283253,0.004983362900660462
4.0,27.613253635067725,0.0,0.375,0.25,8x8,2819,-3.9935488831164747,-3.98377525090989,-3.983754916023086,-3.973155316293185,0.0064511168835252874,5.788687618007253,5.806005195172758,0.003152149801483685
4.0,27.613253635067725,0.0,0.375,0.375,8x8,2822,-3.9935504127515995,-3.9837849684669733,-3.9837594747603613,-3.9731914784067266,0.006449587248400501,5.793473954743573,5.804628523560451,0.003952765600357006
4.0,27.613253635067725,0.0,0.375,0.5,8x8,2838,-3.9936025429186857,-3.9839914928373314,-3.983779465597172,-3.9732200974872702,0.006397457081314339,5.779228944918705,5.757711373182905,0.03314242478916013
4.0,27.613253635067725,0.0,0.375,0.625,8x8,2822,-3.9935504127516,-3.9837849684669733,-3.9837594747603613,-3.9731914784067257,0.006449587248400057,5.793473954743174,5.804628523560051,0.003952765600357277
4.0,27.613253635067725,0.0,0.375,0.75,8x8,2819,-3.9935488831164747,-3.98377525090989,-3.9837549160230865,-3.9731553162931843,0.0064511168835252874,5.788687618007253,5.806005195172758,0.003152149801414846
4.0,27.613253635067725,0.0,0.375,0.875,8x8,2818,-3.993549079251908,-3.983780956362015,-3.9837488090828836,-3.9731521533006484,0.006450920748092059,5.78645823078025,5.8058286732828535,0.0049833629006608045
4.0,27.613253635067725,0.0,0.5,0.0,4x4+8x8,2832,-3.993599283972542,-3.9839592076022554,-3.9837877347278985,-3.9731738096271063,0.006400716027457953,5.769948490631974,5.760644424712158,0.0267896394124247
4.0,27.613253635067725,0.0,0.5,0.125,8x8,2836,-3.9936016231188844,-3.983970641386498,-3.983792576811994,-3.97320707896871,0.006398376881115553,5.77598652521329,5.7585391930039975,0.027829647707924995
4.0,27.613253635067725,0.0,0.5,0.25,4x4+8x8,2832,-3.993598303033174,-3.98397283859633,-3.9837667363998572,-3.9731524353204444,0.006401696966825909,5.770832761954316,5.7615272701433184,0.03219493167836338
4.0,27.613253635067725,0.0,0.5,0.375,8x8,2838,-3.993602542918686,-3.9839914928373306,-3.983779465597171,-3.97322009748727,0.006397457081313895,5.779228944918304,5.757711373182506,0.033142424789162434
4.0,27.613253635067725,0.0,0.5,0.5,4x4+8x8,2852,-3.993652231055245,-3.9839919738556673,-3.9839919738556664,-3.9732254500316007,0.006347768944754861,5.762630304649527,5.712992050279374,1.3991977770930428e-13
4.0,27.613253635067725,0.0,0.5,0.625,8x8,2838,-3.993602542918686,-3.983991492837332,-3.983779465597171,-3.973220097487271,0.006397457081313895,5.779228944918304,5.757711373182506,0.033142424789370684
4.0,27.613253635067725,0.0,0.5,0.75,4x4+8x8,2832,-3.993598303033174,-3.98397283859633,-3.9837667363998577,-3.973152435320445,0.006401696966825909,5.770832761954316,5.7615272701433184,0.03219493167829401
4.0,27.613253635067725,0.0,0.5,0.875,8x8,2836,-3.9936016231188853,-3.983970641386498,-3.9837925768119935,-3.97320707896871,0.006398376881114665,5.775986525212488,5.758539193003197,0.027829647707998263
4.0,27.613253635067725,0.0,0.625,0.0,8x8,2819,-3.9935506633359,-3.9837869786652536,-3.9837518046742413,-3.973163952745175,0.0064493366641000804,5.787090199400508,5.8044029976900715,0.00545389283336161
4.0,27.613253635067725,0.0,0.625,0.125,8x8,2818,-3.9935490792519084,-3.9837809563620157,-3.983748809082884,-3.973152153300647,0.006450920748091615,5.786458230779852,5.805828673282454,0.004983362900729989
4.0,27.613253635067725,0.0,0.625,0.25,8x8,2819,-3.993548883116475,-3.98377525090989,-3.9837549160230874,-3.9731553162931843,0.006451116883524843,5.788687618006855,5.806005195172359,0.0031521498012773846
4.0,27.613253635067725,0.0,0.625,0.375,8x8,2822,-3.9935504127515995,-3.983784968466973,-3.983759474760361,-3.9731914784067275,0.006449587248400501,5.793473954743573,5.804628523560451,0.003952765600357006
4.0,27.613253635067725,0.0,0.625,0.5,8x8,2838,-3.993602542918686,-3.983991492837332,-3.983779465597171,-3.9732200974872702,0.006397457081313895,5.779228944918304,5.757711373182506,0.033142424789370684
4.0,27.613253635067725,0.0,0.625,0.625,8x8,2822,-3.9935504127515995,-3.9837849684669733,-3.9837594747603613,-3.973191478406727,0.006449587248400501,5.793473954743573,5.804628523560451,0.003952765600357006
4.0,27.613253635067725,0.0,0.625,0.75,8x8,2819,-3.9935488831164743,-3.98377525090989,-3.983754916023086,-3.973155316293185,0.0064511168835257315,5.788687618007652,5.806005195173158,0.003152149801483468
4.0,27.613253635067725,0.0,0.625,0.875,8x8,2818,-3.9935490792519084,-3.9837809563620152,-3.9837488090828836,-3.9731521533006475,0.006450920748091615,5.786458230779852,5.805828673282454,0.004983362900729989
4.0,27.613253635067725,0.0,0.75,0.0,4x4+8x8,2829,-3.993567330048399,-3.9838188803609764,-3.9838144962549866,-3.9732924318928,0.006432669951601078,5.792610723190091,5.789402956440969,0.0006815375299497907
4.0,27.613253635067725,0.0,0.75,0.125,8x8,2823,-3.9935595159109445,-3.983801421510708,-3.9837844672442646,-3.973217731047911,0.006440484089055509,5.78734692501535,5.796435680149958,0.0026324521897391445
4.0,27.613253635067725,0.0,0.75,0.25,4x4+8x8,2820,-3.993552890645603,-3.983792805377026,-3.9837575470038695,-3.973175981882631,0.006447109354397185,5.787143778371589,5.802398418957466,0.005468865381135049
4.0,27.613253635067725,0.0,0.75,0.375,8x8,2819,-3.993548883116474,-3.983775250909889,-3.983754916023086,-3.9731553162931843,0.006451116883526176,5.78868761800805,5.806005195173557,0.0031521498013455727
4.0,27.613253635067725,0.0,0.75,0.5,4x4+8x8,2832,-3.993598303033174,-3.98397283859633,-3.9837667363998577,-3.973152435320444,0.006401696966825909,5.770832761954316,5.7615272701433184,0.03219493167829401
4.0,27.613253635067725,0.0,0.75,0.625,8x8,2819,-3.9935488831164747,-3.9837752509098894,-3.9837549160230865,-3.9731553162931865,0.0064511168835252874,5.788687618007253,5.806005195172758,0.003152149801346007
4.0,27.613253635067725,0.0,0.75,0.75,4x4+8x8,2820,-3.993552890645603,-3.983792805377027,-3.9837575470038695,-3.9731759818826307,0.006447109354397185,5.787143778371589,5.802398418957466,0.005468865381272813
4.0,27.613253635067725,0.0,0.75,0.875,8x8,2823,-3.9935595159109454,-3.9838014215107083,-3.983784467244265,-3.9732177310479093,0.006440484089054621,5.7873469250145515,5.796435680149158,0.0026324521897395075
4.0,27.613253635067725,0.0,0.875,0.0,8x8,2827,-3.993565762806974,-3.9838120394802257,-3.983809526838161,-3.9732676725058953,0.00643423719302616,5.789925859388651,5.790813473723544,0.00039051125863950355
4.0,27.613253635067725,0.0,0.875,0.125,8x8,2825,-3.9935638265506093,-3.9838185247858324,-3.9837906495646664,-3.9732468476594303,0.006436173449390736,5.78757082773053,5.792556104451662,0.004331023920529004
4.0,27.613253635067725,0.0,0.875,0.25,8x8,2823,-3.9935595159109454,-3.983801421510708,-3.9837844672442646,-3.973217731047911,0.006440484089054621,5.7873469250145515,5.796435680149158,0.0026324521897395075
4.0,27.613253635067725,0.0,0.875,0.375,8x8,2818,-3.993549079251909,-3.9837809563620157,-3.983748809082883,-3.9731521533006475,0.006450920748091171,5.786458230779452,5.805828673282054,0.004983362900868015
4.0,27.613253635067725,0.0,0.875,0.5,8x8,2836,-3.9936016231188853,-3.983970641386498,-3.9837925768119935,-3.9732070789687097,0.006398376881114665,5.775986525212488,5.758539193003197,0.027829647707998263
4.0,27.613253635067725,0.0,0.875,0.625,8x8,2818,-3.9935490792519084,-3.9837809563620157,-3.983748809082884,-3.9731521533006484,0.006450920748091615,5.786458230779852,5.805828673282454,0.004983362900729989
4.0,27.613253635067725,0.0,0.875,0.75,8x8,2823,-3.993559515910945,-3.9838014215107074,-3.9837844672442655,-3.97321773104791,0.006440484089055065,5.787346925014951,5.796435680149559,0.002632452189532468
4.0,27.613253635067725,0.0,0.875,0.875,8x8,2825,-3.993563826550609,-3.983818524785833,-3.983790649564667,-3.973246847659431,0.00643617344939118,5.787570827730929,5.792556104452062,0.004331023920528706
4.0,27.613253635067725,11.25,0.0,0.0,4x4,2829,-3.993540942200751,-3.983753141995031,-3.98375314199503,-3.973217822928615,0.006459057799248935,5.816372944848742,5.813152019324042,1.375089753498418e-13
4.0,27.613253635067725,11.25,0.0,0.25,4x4,2830,-3.9935510725177865,-3.983773912706287,-3.9837672211597175,-3.973177596151352,0.0064489274822134846,5.80930336522463,5.804034733992136,0.0010376216181293108
4.0,27.613253635067725,11.25,0.0,0.5,4x4,2832,-3.9935626748066166,-3.983842094734954,-3.983753621860663,-3.9732087735227357,0.006437325193383359,5.8029499549632195,5.793592674045022,0.013743732316348246
4.0,27.613253635067725,11.25,0.0,0.75,4x4,2830,-3.9935510725177856,-3.983773912706287,-3.983767221159717,-3.973177596151352,0.006448927482214373,5.80930336522543,5.8040347339929355,0.0010376216181980306
4.0,27.613253635067725,11.25,0.25,0.0,4x4,2830,-3.9935510725177856,-3.9837739127062877,-3.983767221159717,-3.973177596151352,0.006448927482214373,5.80930336522543,5.8040347339929355,0.0010376216183357555
4.0,27.613253635067725,11.25,0.25,0.25,4x4,2829,-3.9935469495885614,-3.983782803013343,-3.983742359658574,-3.9731853306362193,0.006453050411438621,5.810963300127311,5.807745370294759,0.006267323543214551
4.0,27.613253635067725,11.25,0.25,0.5,4x4,2828,-3.99354934665242,-3.9837832478439017,-3.9837466497037552,-3.9731571714482823,0.006450653347580104,5.806751440582693,5.805588012822094,0.005673555557000783
4.0,27.613253635067725,11.25,0.25,0.75,4x4,2829,-3.993546949588562,-3.9837828030133426,-3.983742359658575,-3.973185330636219,0.006453050411438177,5.81096330012691,5.8077453702943584,0.006267323543008526
4.0,27.613253635067725,11.25,0.5,0.0,4x4,2832,-3.9935626748066166,-3.983842094734955,-3.9837536218606635,-3.9732087735227344,0.006437325193383359,5.8029499549632195,5.793592674045022,0.013743732316417233
4.0,27.613253635067725,11.25,0.5,0.25,4x4,2828,-3.99354934665242,-3.9837832478439026,-3.9837466497037552,-3.9731571714482814,0.006450653347580104,5.806751440582693,5.805588012822094,0.00567355555713847
4.0,27.613253635067725,11.25,0.5,0.5,4x4,2812,-3.993521204742548,-3.983692748532896,-3.983692748532896,-3.9730258042926505,0.006478795257451875,5.79908800179334,5.830915731706687,0.0
4.0,27.613253635067725,11.25,0.5,0.75,4x4,2828,-3.993549346652419,-3.9837832478439017,-3.9837466497037544,-3.9731571714482823,0.006450653347580992,5.806751440583492,5.805588012822893,0.0056735555571376895
4.0,27.613253635067725,11.25,0.75,0.0,4x4,2830,-3.993551072517785,-3.983773912706287,-3.983767221159717,-3.9731775961513516,0.006448927482214817,5.809303365225831,5.804034733993334,0.001037621618197959
4.0,27.613253635067725,11.25,0.75,0.25,4x4,2829,-3.9935469495885623,-3.983782803013344,-3.9837423596585753,-3.9731853306362193,0.006453050411437733,5.810963300126511,5.80774537029396,0.0062673235431465945
4.0,27.613253635067725,11.25,0.75,0.5,4x4,2828,-3.9935493466524203,-3.983783247843903,-3.983746649703756,-3.9731571714482814,0.00645065334757966,5.806751440582293,5.805588012821694,0.005673555557070017
4.0,27.613253635067725,11.25,0.75,0.75,4x4,2829,-3.9935469495885627,-3.983782803013344,-3.9837423596585744,-3.9731853306362193,0.006453050411437289,5.810963300126111,5.80774537029356,0.006267323543284663
4.0,27.613253635067725,22.5,0.0,0.0,4x4,2821,-3.993506172183802,-3.983660606675974,-3.9836606066759734,-3.9730332184215387,0.006493827816198117,5.8311469020537325,5.844445034578305,6.838635430744444e-14
4.0,27.613253635067725,22.5,0.0,0.25,4x4,2830,-3.993535975633615,-3.98375101637329,-3.9837230708734452,-3.9731724288569605,0.006464024366385157,5.8229028947998644,5.8176219297466405,0.004323235535773391
4.0,27.613253635067725,22.5,0.0,0.5,4x4,2830,-3.9935396167887287,-3.983755951163308,-3.983729429795573,-3.9731519303356397,0.006460383211271292,5.819622880454127,5.814344890144163,0.004105231356643501
4.0,27.613253635067725,22.5,0.0,0.75,4x4,2830,-3.9935359756336157,-3.983751016373291,-3.983723070873446,-3.97317242885696,0.006464024366384269,5.822902894799065,5.817621929745841,0.004323235535773985
4.0,27.613253635067725,22.5,0.25,0.0,4x4,2830,-3.9935359756336157,-3.98375101637329,-3.983723070873445,-3.973172428856961,0.006464024366384269,5.822902894799065,5.817621929745841,0.004323235535842686
4.0,27.613253635067725,22.5,0.25,0.25,4x4,2828,-3.9935351533210084,-3.983737556260901,-3.983727992200848,-3.9731461483532318,0.006464846678991609,5.819527998735728,5.818362011092448,0.001479394721593819
4.0,27.613253635067725,22.5,0.25,0.5,4x4,2820,-3.9935188137378606,-3.9837069925122743,-3.983673746909731,-3.973065028831819,0.006481186262139449,5.817732365253907,5.833067635925503,0.005129555176892756
4.0,27.613253635067725,22.5,0.25,0.75,4x4,2828,-3.993535153321008,-3.9837375562609014,-3.9837279922008486,-3.9731461483532318,0.006464846678992053,5.819527998736127,5.818362011092848,0.0014793947215937173
4.0,27.613253635067725,22.5,0.5,0.0,4x4,2830,-3.993539616788729,-3.983755951163309,-3.9837294297955728,-3.9731519303356393,0.006460383211270848,5.819622880453727,5.814344890143763,0.004105231356850005
4.0,27.613253635067725,22.5,0.5,0.25,4x4,2820,-3.9935188137378606,-3.9837069925122743,-3.9836737469097314,-3.973065028831819,0.006481186262139449,5.817732365253907,5.833067635925503,0.005129555176824236
4.0,27.613253635067725,22.5,0.5,0.5,4x4,2832,-3.993543663964542,-3.9837554895086402,-3.98375548950864,-3.9731955009301374,0.006456336035458143,5.820087346946318,5.810702431912329,6.878347214443741e-14
4.0,27.613253635067725,22.5,0.5,0.75,4x4,2820,-3.9935188137378606,-3.9837069925122752,-3.983673746909731,-3.9730650288318183,0.006481186262139449,5.817732365253907,5.833067635925503,0.0051295551770297945
4.0,27.613253635067725,22.5,0.75,0.0,4x4,2830,-3.9935359756336157,-3.98375101637329,-3.9837230708734452,-3.9731724288569614,0.006464024366384269,5.822902894799065,5.817621929745841,0.004323235535773985
4.0,27.613253635067725,22.5,0.75,0.25,4x4,2828,-3.993535153321008,-3.983737556260901,-3.983727992200848,-3.973146148353231,0.006464846678992053,5.819527998736127,5.818362011092848,0.0014793947215937173
4.0,27.613253635067725,22.5,0.75,0.5,4x4,2820,-3.9935188137378606,-3.983706992512274,-3.983673746909731,-3.973065028831819,0.006481186262139449,5.817732365253907,5.833067635925503,0.005129555176824236
4.0,27.613253635067725,22.5,0.75,0.75,4x4,2828,-3.9935351533210084,-3.983737556260902,-3.983727992200849,-3.9731461483532313,0.006464846678991609,5.819527998735728,5.818362011092448,0.001479394721593819
4.0,27.613253635067725,33.75,0.0,0.0,4x4,2833,-3.993526368901423,-3.9837175007066765,-3.983717500706676,-3.973190889657506,0.006473631098577126,5.837738664595081,5.826267988719413,6.859970904855411e-14
4.0,27.613253635067725,33.75,0.0,0.25,4x4,2831,-3.9935315004323693,-3.983744715307335,-3.9837006706353484,-3.9731315325807253,0.006468499567630737,5.828993219422554,5.821649610867663,0.006809101790296613
4.0,27.613253635067725,33.75,0.0,0.5,4x4,2830,-3.993535586055992,-3.9837580506629235,-3.983702859375996,-3.9731248173006914,0.006464413944008207,5.823253832936918,5.817972549607386,0.008537709281207373
4.0,27.613253635067725,33.75,0.0,0.75,4x4,2831,-3.99353150043237,-3.983744715307335,-3.983700670635348,-3.9731315325807253,0.0064684995676298485,5.828993219421754,5.821649610866863,0.006809101790366202
4.0,27.613253635067725,33.75,0.25,0.0,4x4,2831,-3.99353150043237,-3.983744715307335,-3.9837006706353484,-3.973131532580725,0.0064684995676298485,5.828993219421754,5.821649610866863,0.006809101790297548
4.0,27.613253635067725,33.75,0.25,0.25,4x4,2828,-3.993522846881671,-3.9837064617532696,-3.983700788832714,-3.9731244117136857,0.006477153118328971,5.830606013705711,5.829437806496074,0.0008758354869641184
4.0,27.613253635067725,33.75,0.25,0.5,4x4,2825,-3.993523564120918,-3.983716471369879,-3.9836907819790826,-3.973110185622984,0.0064764358790818655,5.8237758283207475,5.828792291173679,0.003966593860577606
4.0,27.613253635067725,33.75,0.25,0.75,4x4,2828,-3.9935228468816715,-3.9837064617532696,-3.9837007888327127,-3.973124411713685,0.006477153118328527,5.83060601370531,5.829437806495674,0.0008758354871698657
4.0,27.613253635067725,33.75,0.5,0.0,4x4,2830,-3.9935355860559913,-3.9837580506629235,-3.983702859375996,-3.9731248173006914,0.006464413944008651,5.823253832937318,5.817972549607785,0.008537709281206786
4.0,27.613253635067725,33.75,0.5,0.25,4x4,2825,-3.993523564120918,-3.9837164713698785,-3.983690781979083,-3.973110185622984,0.0064764358790818655,5.8237758283207475,5.828792291173679,0.0039665938604404654
4.0,27.613253635067725,33.75,0.5,0.5,4x4,2828,-3.993534986746934,-3.9837285343992157,-3.983728534399215,-3.973117290701259,0.006465013253066143,5.819677945445795,5.818511927759529,1.3738230455736366e-13
4.0,27.613253635067725,33.75,0.5,0.75,4x4,2825,-3.9935235641209186,-3.9837164713698794,-3.9836907819790826,-3.9731101856229842,0.006476435879081421,5.823775828320347,5.828792291173279,0.003966593860646447
4.0,27.613253635067725,33.75,0.75,0.0,4x4,2831,-3.99353150043237,-3.9837447153073353,-3.983700670635349,-3.9731315325807253,0.0064684995676298485,5.828993219421754,5.821649610866863,0.006809101790297548
4.0,27.613253635067725,33.75,0.75,0.25,4x4,2828,-3.993522846881671,-3.98370646175327,-3.9837007888327136,-3.9731244117136852,0.006477153118328971,5.830606013705711,5.829437806496074,0.0008758354871012432
4.0,27.613253635067725,33.75,0.75,0.5,4x4,2825,-3.9935235641209186,-3.983716471369879,-3.983690781979082,-3.973110185622984,0.006476435879081421,5.823775828320347,5.828792291173279,0.003966593860646447
4.0,27.613253635067725,33.75,0.75,0.75,4x4,2828,-3.9935228468816715,-3.983706461753269,-3.9837007888327136,-3.973124411713685,0.006477153118328527,5.83060601370531,5.829437806495674,0.0008758354869641784
4.0,27.613253635067725,45.0,0.0,0.0,4x4,2837,-3.993565601413456,-3.9837924772452116,-3.9837924772452107,-3.9731050703753956,0.006434398586543821,5.810552418107465,5.790958727889439,1.380359652505149e-13
4.0,27.613253635067725,45.0,0.0,0.25,4x4,2824,-3.993523430582303,-3.9837142306007736,-3.9836905101416056,-3.9731016402102393,0.006476569417697142,5.821834353565078,5.828912475927428,0.00366250365558816
4.0,27.613253635067725,45.0,0.0,0.5,4x4,2826,-3.9935304119312423,-3.9837486658844683,-3.9836907607398224,-3.9731332503957737,0.006469588068757748,5.819677436989788,5.822629261881973,0.00895036036768786
4.0,27.613253635067725,45.0,0.0,0.75,4x4,2824,-3.9935234305823037,-3.983714230600774,-3.9836905101416056,-3.9731016402102397,0.006476569417696254,5.821834353564279,5.828912475926629,0.003662503655657231
4.0,27.613253635067725,45.0,0.25,0.0,4x4,2824,-3.9935234305823037,-3.9837142306007736,-3.983690510141606,-3.97310164021024,0.006476569417696254,5.821834353564279,5.828912475926629,0.0036625036555200936
4.0,27.613253635067725,45.0,0.25,0.25,4x4,2833,-3.9935454460936914,-3.9837855284600185,-3.9837131998001043,-3.9731055576548617,0.006454553906308558,5.820535388532192,5.809098515677702,0.01120583404587451
4.0,27.613253635067725,45.0,0.25,0.5,4x4,2830,-3.993531005335732,-3.9837250496623744,-3.983722979907871,-3.973161505167784,0.006468994664268202,5.827380223518133,5.8220951978413815,0.00031994994752036386
4.0,27.613253635067725,45.0,0.25,0.75,4x4,2833,-3.9935454460936914,-3.9837855284600185,-3.9837131998001043,-3.9731055576548626,0.006454553906308558,5.820535388532192,5.809098515677702,0.01120583404587451
4.0,27.613253635067725,45.0,0.5,0.0,4x4,2826,-3.993530411931242,-3.9837486658844687,-3.983690760739822,-3.9731332503957737,0.006469588068758192,5.819677436990188,5.822629261882372,0.008950360367824532
4.0,27.613253635067725,45.0,0.5,0.25,4x4,2830,-3.9935310053357314,-3.983725049662375,-3.983722979907871,-3.973161505167784,0.006468994664268646,5.827380223518532,5.822095197841781,0.00031994994758899076
4.0,27.613253635067725,45.0,0.5,0.5,4x4,2840,-3.9935714578804182,-3.9838022443565038,-3.983802244356503,-3.973075530037854,0.0064285421195817705,5.81140256956945,5.785687907623593,1.3816171741251786e-13
4.0,27.613253635067725,45.0,0.5,0.75,4x4,2830,-3.993531005335732,-3.9837250496623744,-3.983722979907871,-3.9731615051677847,0.006468994664268202,5.827380223518133,5.8220951978413815,0.00031994994752036386
4.0,27.613253635067725,45.0,0.75,0.0,4x4,2824,-3.9935234305823037,-3.9837142306007745,-3.983690510141606,-3.9731016402102397,0.006476569417696254,5.821834353564279,5.828912475926629,0.003662503655657231
4.0,27.613253635067725,45.0,0.75,0.25,4x4,2833,-3.9935454460936914,-3.9837855284600185,-3.983713199800104,-3.9731055576548626,0.006454553906308558,5.820535388532192,5.809098515677702,0.011205834045943313
4.0,27.613253635067725,45.0,0.75,0.5,4x4,2830,-3.9935310053357314,-3.983725049662375,-3.9837229799078706,-3.9731615051677855,0.006468994664268646,5.827380223518532,5.822095197841781,0.0003199499476576396
4.0,27.613253635067725,45.0,0.75,0.75,4x4,2833,-3.9935454460936914,-3.983785528460018,-3.9837131998001043,-3.9731055576548626,0.006454553906308558,5.820535388532192,5.809098515677702,0.011205834045805708
