n,a_circ,a,x0,y0,N_sites,E0,Ekin0,lamA_sites,lamA_an
4.0,36.0,33.13590436208127,0.0,0.25,4078,-3.9955288007204124,0.004471199279587612,5.803919435997984,5.794674266345545
4.0,36.0,33.13590436208127,0.0,0.5,4086,-3.9955338180983255,0.004466181901674471,5.808779578533064,5.788171744570115
4.0,36.0,33.13590436208127,0.0,0.75,4078,-3.995528800720412,0.004471199279588056,5.8039194359985595,5.794674266346121
4.0,36.0,33.13590436208127,0.25,0.0,4078,-3.995528800720412,0.004471199279588056,5.8039194359985595,5.794674266346121
4.0,36.0,33.13590436208127,0.25,0.25,4064,-3.9955015067784494,0.0044984932215506035,5.8193020127837265,5.830047215129583
4.0,36.0,33.13590436208127,0.25,0.5,4062,-3.9955010255404604,0.0044989744595396175,5.817060411625257,5.830670899563345
4.0,36.0,33.13590436208127,0.25,0.75,4064,-3.9955015067784503,0.004498493221549715,5.819302012782578,5.830047215128432
4.0,36.0,33.13590436208127,0.5,0.0,4086,-3.9955338180983255,0.004466181901674471,5.808779578533064,5.788171744570115
4.0,36.0,33.13590436208127,0.5,0.25,4062,-3.99550102554046,0.004498974459540062,5.817060411625831,5.830670899563921
4.0,36.0,33.13590436208127,0.5,0.5,4064,-3.9955027166326835,0.004497283367316474,5.8177369315814,5.82847924404215
4.0,36.0,33.13590436208127,0.5,0.75,4062,-3.9955010255404604,0.0044989744595396175,5.817060411625257,5.830670899563345
4.0,36.0,33.13590436208127,0.75,0.0,4078,-3.995528800720412,0.004471199279588056,5.8039194359985595,5.794674266346121
4.0,36.0,33.13590436208127,0.75,0.25,4064,-3.9955015067784503,0.004498493221549715,5.819302012782578,5.830047215128432
4.0,36.0,33.13590436208127,0.75,0.5,4062,-3.9955010255404595,0.004498974459540506,5.8170604116264055,5.830670899564496
4.0,36.0,33.13590436208127,0.75,0.75,4064,-3.99550150677845,0.004498493221550159,5.819302012783153,5.8300472151290075
4.0,48.0,44.18120581610836,0.0,0.0,7269,-3.9974771458202425,0.0025228541797575055,5.837366283532134,5.812656030161293
4.0,48.0,44.18120581610836,0.0,0.25,7246,-3.9974648957263756,0.0025351042736243556,5.847150662799017,5.840880246430515
4.0,48.0,44.18120581610836,0.0,0.5,7244,-3.9974650083711856,0.0025349916288144314,5.845277024743614,5.84062071278845
4.0,48.0,44.18120581610836,0.0,0.75,7246,-3.9974648957263765,0.0025351042736234675,5.8471506627969685,5.840880246428469
4.0,48.0,44.18120581610836,0.25,0.0,7246,-3.9974648957263756,0.0025351042736243556,5.847150662799017,5.840880246430515
4.0,48.0,44.18120581610836,0.25,0.25,7220,-3.9974508496967576,0.002549150303242431,5.85845054366922,5.873242298670562
4.0,48.0,44.18120581610836,0.25,0.5,7226,-3.997452705379426,0.0025472946205740143,5.859050792990315,5.868966805802529
4.0,48.0,44.18120581610836,0.25,0.75,7220,-3.997450849696757,0.0025491503032428753,5.858450543670242,5.873242298671585
4.0,48.0,44.18120581610836,0.5,0.0,7244,-3.997465008371185,0.0025349916288148755,5.845277024744638,5.840620712789472
4.0,48.0,44.18120581610836,0.5,0.25,7226,-3.997452705379425,0.0025472946205749025,5.859050792992359,5.868966805804575
4.0,48.0,44.18120581610836,0.5,0.5,7228,-3.9974531089898315,0.0025468910101684727,5.859743846950511,5.868036887428161
4.0,48.0,44.18120581610836,0.5,0.75,7226,-3.997452705379425,0.0025472946205749025,5.859050792992359,5.868966805804575
4.0,48.0,44.18120581610836,0.75,0.0,7246,-3.9974648957263756,0.0025351042736243556,5.847150662799017,5.840880246430515
4.0,48.0,44.18120581610836,0.75,0.25,7220,-3.997450849696759,0.002549150303241099,5.858450543666159,5.873242298667492
4.0,48.0,44.18120581610836,0.75,0.5,7226,-3.9974527053794247,0.0025472946205753466,5.85905079299338,5.868966805805598
4.0,48.0,44.18120581610836,0.75,0.75,7220,-3.997450849696758,0.002549150303241987,5.8584505436682,5.873242298669538
1.2,72.0,83.20581209067282,0.0,0.0,16301,-3.9988480743607195,0.00115192563928046,5.977076571163454,5.971582514029904
1.2,72.0,83.20581209067282,0.0,0.25,16292,-3.9988470623637933,0.001152937636206719,5.979024666872837,5.97682870609563
1.2,72.0,83.20581209067282,0.0,0.5,16274,-3.9988447197812893,0.001155280218710697,5.984553808341311,5.988972653796252
1.2,72.0,83.20581209067282,0.0,0.75,16292,-3.9988470623637924,0.0011529376362076071,5.979024666877444,5.976828706100235
1.2,72.0,83.20581209067282,0.25,0.0,16292,-3.998847062363792,0.0011529376362080512,5.979024666879746,5.976828706102537
1.2,72.0,83.20581209067282,0.25,0.25,16285,-3.998846193800404,0.0011538061995959303,5.980958078364909,5.981331338705302
1.2,72.0,83.20581209067282,0.25,0.5,16286,-3.9988465686252344,0.0011534313747656455,5.979382256311479,5.979388246785105
1.2,72.0,83.20581209067282,0.25,0.75,16285,-3.998846193800403,0.0011538061995968185,5.980958078369514,5.981331338709905
1.2,72.0,83.20581209067282,0.5,0.0,16274,-3.9988447197812897,0.0011552802187102529,5.984553808339012,5.98897265379395
1.2,72.0,83.20581209067282,0.5,0.25,16286,-3.998846568625233,0.0011534313747669778,5.9793822563183845,5.979388246792012
1.2,72.0,83.20581209067282,0.5,0.5,16300,-3.998847561252796,0.0011524387472041653,5.979372137238475,5.974242465506392
1.2,72.0,83.20581209067282,0.5,0.75,16286,-3.9988465686252335,0.0011534313747665337,5.979382256316082,5.97938824678971
1.2,72.0,83.20581209067282,0.75,0.0,16292,-3.998847062363792,0.0011529376362080512,5.979024666879746,5.976828706102537
1.2,72.0,83.20581209067282,0.75,0.25,16285,-3.998846193800404,0.0011538061995959303,5.980958078364909,5.981331338705302
1.2,72.0,83.20581209067282,0.75,0.5,16286,-3.9988465686252335,0.0011534313747665337,5.979382256316082,5.97938824678971
1.2,72.0,83.20581209067282,0.75,0.75,16285,-3.998846193800405,0.0011538061995950422,5.980958078360305,5.981331338700698
4.0,72.0,66.27180872416254,0.0,0.0,16333,-3.998868221914787,0.001131778085213142,5.884063754944066,5.867137593744928
4.0,72.0,66.27180872416254,0.0,0.25,16309,-3.9988663159978333,0.001133684002166735,5.88531182430995,5.877017867232354
4.0,72.0,66.27180872416254,0.0,0.5,16280,-3.9988638333051827,0.0011361666948173088,5.887712326577451,5.889888145932929
4.0,72.0,66.27180872416254,0.0,0.75,16309,-3.998866315997832,0.0011336840021680672,5.885311824316866,5.877017867239261
4.0,72.0,66.27180872416254,0.25,0.0,16309,-3.998866315997833,0.001133684002167179,5.885311824312255,5.877017867234656
4.0,72.0,66.27180872416254,0.25,0.25,16295,-3.9988648021100133,0.0011351978899867277,5.888112068315611,5.884865861691197
4.0,72.0,66.27180872416254,0.25,0.5,16278,-3.9988625137836453,0.0011374862163546773,5.893826053057459,5.896728545582647
4.0,72.0,66.27180872416254,0.25,0.75,16295,-3.9988648021100133,0.0011351978899867277,5.888112068315611,5.884865861691197
4.0,72.0,66.27180872416254,0.5,0.0,16280,-3.9988638333051814,0.001136166694818641,5.887712326584355,5.889888145939836
4.0,72.0,66.27180872416254,0.5,0.25,16278,-3.9988625137836458,0.0011374862163542332,5.893826053055157,5.896728545580345
4.0,72.0,66.27180872416254,0.5,0.5,16256,-3.9988601563699775,0.0011398436300225079,5.898058753248318,5.908949378036682
4.0,72.0,66.27180872416254,0.5,0.75,16278,-3.9988625137836444,0.0011374862163555655,5.89382605306206,5.896728545587252
4.0,72.0,66.27180872416254,0.75,0.0,16309,-3.9988663159978333,0.001133684002166735,5.88531182430995,5.877017867232354
4.0,72.0,66.27180872416254,0.75,0.25,16295,-3.9988648021100133,0.0011351978899867277,5.888112068315611,5.884865861691197
4.0,72.0,66.27180872416254,0.75,0.5,16278,-3.998862513783645,0.0011374862163551214,5.89382605305976,5.89672854558495
4.0,72.0,66.27180872416254,0.75,0.75,16295,-3.9988648021100133,0.0011351978899867277,5.888112068315611,5.884865861691197
