n,a,aspect_ratio,N_sites,E0,E1,E2,E3,dE1,dE2,dE3,E_kin,scaled_E0,scaled_dE1,analytic_area,N_sites_over_area,R_eff,E_Bessel,bessel_relative_error,N_A,N_B,delta_N,imbalance_ratio
1.2,27.0,0.89,1515,-3.9877910173719084,-3.970509421545276,-3.9681453151118222,-3.9504853908190607,0.01728159582663258,0.002364106433453639,0.01765992429276153,0.012208982628091558,8.900348335878746,12.59828335761515,1526.2478780814874,0.9926303726655291,nan,nan,nan,767,748,19,0.012541254125412541
2.0,27.0,0.89,2035,-3.99125969289415,-3.979129826011376,-3.976539390916526,-3.96177133614211,0.012129866882773843,0.0025904350948500188,0.014768054774416228,0.008740307105850054,6.371683880164689,8.842672957542131,2038.296729575594,0.9983826056688613,nan,nan,nan,1019,1016,3,0.0014742014742014742
3.0,27.0,0.89,2287,-3.9921279001164693,-3.9812665341484226,-3.978958995849595,-3.9662901923774303,0.010861365968046766,0.0023075382988277937,0.01266880347216448,0.007872099883530659,5.73876081509385,7.9179357907060925,2292.425775145407,0.9976331730325869,nan,nan,nan,1147,1140,7,0.003060778312199388
4.0,27.0,0.89,2391,-3.992377413155885,-3.981838416309381,-3.9797722801173383,-3.968126294206653,0.010538996846503945,0.0020661361920426558,0.01164598591068522,0.007622586844115098,5.556865809359906,7.6829287011013765,2405.8843827598075,0.9938133424588202,nan,nan,nan,1199,1192,7,0.0029276453366792136
1.2,27.0,0.94,1613,-3.98862243572165,-3.9720504427841603,-3.9707324904072308,-3.9531522225742255,0.0165719929374899,0.0013179523769295542,0.01758026783300526,0.011377564278349794,8.294244358917,12.080982851430136,1611.9921408950543,1.000625225818028,nan,nan,nan,799,814,-15,0.009299442033477991
2.0,27.0,0.94,2149,-3.9917646351445426,-3.9796713597078366,-3.97854995962352,-3.962927744006975,0.012093275436706019,0.001121400084316715,0.015622215616545088,0.008235364855457394,6.00358097962844,8.815997793358688,2152.807781798942,0.9982312485902666,nan,nan,nan,1079,1070,9,0.004187994416007445
3.0,27.0,0.94,2417,-3.9925898543310505,-3.981748979480305,-3.9808006203100645,-3.9682326046009613,0.010840874850745585,0.0009483591702403871,0.012568015709103264,0.007410145668949486,5.401996192664175,7.902997766193532,2421.213740041216,0.9982596579676009,nan,nan,nan,1207,1210,-3,0.0012412081092263137
4.0,27.0,0.94,2533,-3.9928150029598752,-3.9823527564557013,-3.9814962929483992,-3.970164851604735,0.010462246504173933,0.0008564635073020632,0.01133144134366404,0.007184997040124763,5.237862842250952,7.626977701542797,2541.0464267350776,0.9968334200231768,nan,nan,nan,1263,1270,-7,0.0027635215159889457
1.2,27.0,1.0,1721,-3.989310710200424,-3.973106533405537,-3.9731065334054456,-3.9555771094381025,0.016204176794886838,9.14823772291129e-14,0.01752942396734314,0.010689289799576063,7.792492263890949,11.812844883472504,1714.8852562713341,1.0035656868040028,nan,nan,nan,865,856,9,0.005229517722254503
2.0,27.0,1.0,2289,-3.9922725903751317,-3.9803974764085455,-3.980397476408456,-3.9648697433473497,0.011875113966586248,8.926193117986259e-14,0.015527733061106552,0.007727409624868287,5.633281616528981,8.656958081641374,2290.2210444669595,0.9994668442725607,26.992801438063015,0.007937271531498957,0.02644005635914509,1137,1152,-15,0.00655307994757536
