n,target,protocol,left_out_group,a,aspect_ratio,y_true,y_pred,residual,abs_residual,squared_residual,N_sites,analytic_area,N_sites_over_area,edge_area_error_signed,edge_area_error_abs,N_A,N_B,delta_N,imbalance_ratio,abs_delta_N_over_N
1.2,E0,LOARO,0.83,36.0,0.83,-3.992601223055095,-3.9924069632761254,0.00019425977896947444,0.00019425977896947444,3.7736861725269064e-08,2531.0,2530.40846703148,1.0002337697554473,0.0002337697554473106,0.0002337697554473106,1257.0,1274.0,-17.0,0.006716712761754247,0.006716712761754247
1.2,E0,LOARO,0.89,24.0,0.89,-3.984734610564635,-3.98439985197887,0.0003347585857649271,0.0003347585857649271,1.1206331074333407e-07,1203.0,1205.9242493483357,0.9975750969848098,-0.0024249030151901607,0.0024249030151901607,593.0,610.0,-17.0,0.014131338320864505,0.014131338320864505
1.2,E0,LOARO,0.89,27.0,0.89,-3.9877910173719084,-3.9877000951133774,9.09222585310232e-05,9.09222585310232e-05,8.266857096382221e-09,1515.0,1526.2478780814874,0.9926303726655291,-0.007369627334470885,0.007369627334470885,767.0,748.0,19.0,0.012541254125412541,0.012541254125412541
1.2,E0,LOARO,0.89,30.0,0.89,-3.990203185661657,-3.9900607396142957,0.0001424460473611333,0.0001424460473611333,2.0290876408810234e-08,1889.0,1884.2566396067748,1.0025173642982175,0.0025173642982174727,0.0025173642982174727,941.0,948.0,-7.0,0.0037056643726839597,0.0037056643726839597
1.2,E0,LOARO,0.89,33.0,0.89,-3.9918900125995527,-3.9918073495734356,8.26630261170358e-05,8.26630261170358e-05,6.833175886825742e-09,2289.0,2279.9505339241973,1.0039691501816168,0.0039691501816168095,0.0039691501816168095,1141.0,1148.0,-7.0,0.0030581039755351682,0.0030581039755351682
1.2,E0,LOARO,0.89,36.0,0.89,-3.993153963536599,-3.9931357896878605,1.8173848738367582e-05,1.8173848738367582e-05,3.3028877796506497e-10,2717.0,2713.3295610337555,1.0013527435144465,0.001352743514446475,0.001352743514446475,1369.0,1348.0,21.0,0.007729112992270887,0.007729112992270887
1.2,E0,LOARO,0.94,24.0,0.94,-3.985681282375892,-3.9852298053712203,0.0004514770046717409,0.0004514770046717409,2.0383148574736717e-07,1277.0,1273.672802682512,1.0026122857538298,0.0026122857538297684,0.0026122857538297684,639.0,638.0,1.0,0.0007830853563038371,0.0007830853563038371
1.2,E0,LOARO,0.94,27.0,0.94,-3.98862243572165,-3.988443958735172,0.00017847698647832644,0.00017847698647832644,3.185403470238472e-08,1613.0,1611.9921408950543,1.000625225818028,0.0006252258180279302,0.0006252258180279302,799.0,814.0,-15.0,0.009299442033477991,0.009299442033477991
1.2,E0,LOARO,0.94,30.0,0.94,-3.990709334291677,-3.9907430237296215,-3.368943794468393e-05,3.368943794468393e-05,1.1349782290287093e-09,1989.0,1990.113754191425,0.9994403565177723,-0.0005596434822277008,0.0005596434822277008,1007.0,982.0,25.0,0.01256913021618904,0.01256913021618904
1.2,E0,LOARO,0.94,33.0,0.94,-3.992258657489504,-3.992444071818164,-0.00018541432866037155,0.00018541432866037155,3.437847327257628e-08,2397.0,2408.037642571624,0.9954163330437656,-0.004583666956234356,0.004583666956234356,1187.0,1210.0,-23.0,0.009595327492699207,0.009595327492699207
