n,aspect_ratio,a_root,b_root,Ekin_target,Ekin_pred,dE1_pred,dE2_pred,Q_pred,geometry_hash,N_sites,N_A,N_B,imbalance_ratio,is_kwant_verified,requested_aspect_ratio,E0_Kwant,E1_Kwant,E2_Kwant,E3_Kwant,Ekin_Kwant,dE1_Kwant,dE2_Kwant,Q_Kwant,S_Kwant,failure_mode
2.0,0.675,34.14980242703912,23.051116638251408,0.007727409624868287,0.007727409624868318,0.008172670533938445,0.007330631949180117,1.0576209791748572,7e394da373764d680b9962044263ed53506b3d0453a048830c7f0efb872d4084,2483,1245,1238,0.002819170358437374,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.68,33.998573718326206,23.119030128461823,0.007727409624868287,0.007727409624868355,0.008228725977748779,0.007219773468579774,1.064875084564831,4bd213ac9b878f8ef5702fc028b6a16350025116012f1cd79a7e56fde5643362,2473,1239,1234,0.0020218358269308533,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.685,33.84907279058519,23.186614861550858,0.007727409624868287,0.007727409624868422,0.00828483236803413,0.007108814987904168,1.0721357829112366,e4701e25bc7a9a6c61ead21efb2536fd161bf80d5b3ea0277e0f23baf5a9869a,2469,1239,1230,0.0036452004860267314,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.69,33.701268237437986,23.25387508383221,0.007727409624868287,0.007727409624868129,0.008340989387304805,0.006997757130335439,1.079403033127954,836467d511108dfea1838105f5ec7e1c7fb43474207f579cbc9af3d2b0276c2a,2457,1231,1226,0.002035002035002035,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.695,33.55512943810306,23.320814959481623,0.007727409624868287,0.007727409624868288,0.008397196720705163,0.00688660051388912,1.0866767944695686,93479b987ce46f0f54908f038ff9578cb9500acbcea354eadebb35430ae9424a,2461,1231,1230,0.0004063388866314506,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.7,33.410626532341816,23.38743857263927,0.007727409624868287,0.007727409624868287,0.008453454055983163,0.006775345751465966,1.0939570265277936,4420b48233b4601d2ce4a66c40d427ccc16b247250c6a8a1c03f6f9bfec21199,2457,1231,1226,0.002035002035002035,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.705,33.26773039636453,23.45374992943699,0.007727409624868287,0.007727409624868287,0.008509761083466174,0.006663993450906102,1.1012436892280346,87b6319a8bc60a25394b656fa44017c76db4f2d4cbfd06a2db1ac34e111735fc,2453,1227,1226,0.00040766408479412964,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.71,33.12641261967132,23.519752959966638,0.007727409624868287,0.007727409624868286,0.008566117496033258,0.006552544215040573,1.1085367428259334,ab94059c06592ca8da673806643fdcd1a3783afb823452c9a2ebceed23a9c99e,2449,1223,1226,0.0012249897917517355,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.715,32.9866454827757,23.585451520184623,0.007727409624868287,0.007727409624868287,0.008622522989089141,0.00644099864174293,1.1158361479039764,a040321bf6a42457e930a33860292d93af53199d3d6f584f126df45d8ed47960,2443,1223,1220,0.0012279983626688497,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.72,32.84840193577402,23.650849393757294,0.007727409624868287,0.007727409624868287,0.008678977260538307,0.0063293573239801,1.1231418653681426,335ec9927338740595052768eb558c1edab502c329ca69296866092ebe6002fb,2443,1227,1216,0.0045026606631191155,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.725,32.711655577722695,23.71595029384895,0.007727409624868287,0.0077274096248682875,0.0087354800107594,0.006217620849862608,1.1304538564445903,875416bec5665b800b6437a7ebb9533eef61a4841c326633aaf2c59c5eedcf83,2435,1223,1212,0.004517453798767967,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
